Heart Rate,altitude,cadence,distance,enhanced_altitude,enhanced_speed,heart_rate,position_lat,position_long,power,speed,timestamp
201,102,25,1810,102,1,201,0,193983,150,1,7/20/2021 21:41
207,101,26,1811,101,1,207,0,194090,150,1,7/20/2021 21:41
213,100,27,1812,100,1,213,0,194197,150,1,7/20/2021 21:41
219,99,28,1813,99,1,219,0,194305,150,1,7/20/2021 21:41
224,98,29,1814,98,1,224,0,194412,150,1,7/20/2021 21:41
229,97,30,1815,97,1,229,0,194519,150,1,7/20/2021 21:41
234,96,31,1816,96,1,234,0,194626,150,1,7/20/2021 21:41
238,95,32,1817,95,1,238,0,194733,150,1,7/20/2021 21:41
241,94,33,1818,94,1,241,0,194841,150,1,7/20/2021 21:41
245,93,34,1819,93,1,245,0,194948,150,1,7/20/2021 21:41
247,92,35,1820,92,1,247,0,195055,150,1,7/20/2021 21:41
250,91,36,1821,91,1,250,0,195162,150,1,7/20/2021 21:41
251,90,37,1822,90,1,251,0,195269,150,1,7/20/2021 21:41
252,89,38,1823,89,1,252,0,195376,150,1,7/20/2021 21:41
253,88,39,1824,88,1,253,0,195484,150,1,7/20/2021 21:41
254,87,40,1825,87,1,254,0,195591,150,1,7/20/2021 21:41
253,86,41,1826,86,1,253,0,195698,150,1,7/20/2021 21:41
252,85,42,1827,85,1,252,0,195805,150,1,7/20/2021 21:41
251,84,43,1828,84,1,251,0,195912,150,1,7/20/2021 21:41
250,83,44,1829,83,1,250,0,196019,150,1,7/20/2021 21:41
247,82,45,1830,82,1,247,0,196127,150,1,7/20/2021 21:41
245,81,46,1831,81,1,245,0,196234,150,1,7/20/2021 21:41
241,80,47,1832,80,1,241,0,196341,150,1,7/20/2021 21:41
238,79,48,1833,79,1,238,0,196448,150,1,7/20/2021 21:41
234,78,49,1834,78,1,234,0,196555,150,1,7/20/2021 21:41
229,77,50,1835,77,1,229,0,196662,150,1,7/20/2021 21:41
224,76,51,1836,76,1,224,0,196770,150,1,7/20/2021 21:41
219,75,52,1837,75,1,219,0,196877,150,1,7/20/2021 21:41
213,74,53,1838,74,1,213,0,196984,150,1,7/20/2021 21:41
207,73,54,1839,73,1,207,0,197091,150,1,7/20/2021 21:41
201,72,55,1840,72,1,201,0,197198,150,1,7/20/2021 21:42
195,71,56,1841,71,1,195,0,197305,150,1,7/20/2021 21:42
188,70,57,1842,70,1,188,0,197413,150,1,7/20/2021 21:42
181,69,58,1843,69,1,181,0,197520,150,1,7/20/2021 21:42
173,68,59,1844,68,1,173,0,197627,150,1,7/20/2021 21:42
166,67,60,1845,67,1,166,0,197734,150,1,7/20/2021 21:42
158,66,61,1846,66,1,158,0,197841,150,1,7/20/2021 21:42
150,65,62,1847,65,1,150,0,197949,150,1,7/20/2021 21:42
142,64,63,1848,64,1,142,0,198056,150,1,7/20/2021 21:42
134,63,64,1849,63,1,134,0,198163,150,1,7/20/2021 21:42
127,62,65,1850,62,1,127,0,198270,150,1,7/20/2021 21:42
119,61,66,1851,61,1,119,0,198377,150,1,7/20/2021 21:42
111,60,67,1852,60,1,111,0,198484,150,1,7/20/2021 21:42
103,59,68,1853,59,1,103,0,198592,150,1,7/20/2021 21:42
95,58,69,1854,58,1,95,0,198699,150,1,7/20/2021 21:42
87,57,70,1855,57,1,87,0,198806,150,1,7/20/2021 21:42
80,56,71,1856,56,1,80,0,198913,150,1,7/20/2021 21:42
72,55,72,1857,55,1,72,0,199020,150,1,7/20/2021 21:42
65,54,73,1858,54,1,65,0,199127,150,1,7/20/2021 21:42
58,53,74,1859,53,1,58,0,199235,150,1,7/20/2021 21:42
52,52,75,1860,52,1,52,0,199342,150,1,7/20/2021 21:42
46,51,76,1861,51,1,46,0,199449,150,1,7/20/2021 21:42
40,50,77,1862,50,1,40,0,199556,150,1,7/20/2021 21:42
34,49,78,1863,49,1,34,0,199663,150,1,7/20/2021 21:42
29,48,79,1864,48,1,29,0,199770,150,1,7/20/2021 21:42
24,47,80,1865,47,1,24,0,199878,150,1,7/20/2021 21:42
19,46,81,1866,46,1,19,0,199985,150,1,7/20/2021 21:42
15,45,82,1867,45,1,15,0,200092,150,1,7/20/2021 21:42
12,44,83,1868,44,1,12,0,200199,150,1,7/20/2021 21:42
8,43,84,1869,43,1,8,0,200306,150,1,7/20/2021 21:42
6,42,85,1870,42,1,6,0,200414,150,1,7/20/2021 21:42
3,41,86,1871,41,1,3,0,200521,150,1,7/20/2021 21:42
2,40,87,1872,40,1,2,0,200628,150,1,7/20/2021 21:42
1,39,88,1873,39,1,1,0,200735,150,1,7/20/2021 21:42
0,38,89,1874,38,1,0,0,200842,150,1,7/20/2021 21:42
0,37,90,1875,37,1,0,0,200949,150,1,7/20/2021 21:42
0,36,91,1876,36,1,0,0,201057,150,1,7/20/2021 21:42
1,35,92,1877,35,1,1,0,201164,150,1,7/20/2021 21:42
2,34,93,1878,34,1,2,0,201271,150,1,7/20/2021 21:42
3,33,94,1879,33,1,3,0,201378,150,1,7/20/2021 21:42
6,32,95,1880,32,1,6,0,201485,150,1,7/20/2021 21:42
8,31,96,1881,31,1,8,0,201592,150,1,7/20/2021 21:42
12,30,97,1882,30,1,12,0,201700,150,1,7/20/2021 21:42
15,29,98,1883,29,1,15,0,201807,150,1,7/20/2021 21:42
19,28,99,1884,28,1,19,0,201914,150,1,7/20/2021 21:42
24,27,100,1885,27,1,24,0,202021,150,1,7/20/2021 21:42
29,26,101,1886,26,1,29,0,202128,150,1,7/20/2021 21:42
34,25,102,1887,25,1,34,0,202235,150,1,7/20/2021 21:42
40,24,103,1888,24,1,40,0,202343,150,1,7/20/2021 21:42
46,23,104,1889,23,1,46,0,202450,150,1,7/20/2021 21:42
52,22,105,1890,22,1,52,0,202557,150,1,7/20/2021 21:42
58,21,106,1891,21,1,58,0,202664,150,1,7/20/2021 21:42
65,20,107,1892,20,1,65,0,202771,150,1,7/20/2021 21:42
72,19,108,1893,19,1,72,0,202878,150,1,7/20/2021 21:42
80,18,109,1894,18,1,80,0,202986,150,1,7/20/2021 21:42
87,17,110,1895,17,1,87,0,203093,150,1,7/20/2021 21:42
95,16,111,1896,16,1,95,0,203200,150,1,7/20/2021 21:42
103,15,112,1897,15,1,103,0,203307,150,1,7/20/2021 21:42
111,14,113,1898,14,1,111,0,203414,150,1,7/20/2021 21:42
119,13,114,1899,13,1,119,0,203522,150,1,7/20/2021 21:42
127,12,115,1900,12,1,127,0,203629,150,1,7/20/2021 21:43
134,11,116,1901,11,1,134,0,203736,150,1,7/20/2021 21:43
142,10,117,1902,10,1,142,0,203843,150,1,7/20/2021 21:43
150,9,118,1903,9,1,150,0,203950,150,1,7/20/2021 21:43
158,8,119,1904,8,1,158,0,204057,150,1,7/20/2021 21:43
166,7,120,1905,7,1,166,0,204165,150,1,7/20/2021 21:43
173,6,121,1906,6,1,173,0,204272,150,1,7/20/2021 21:43
181,5,122,1907,5,1,181,0,204379,150,1,7/20/2021 21:43
188,4,123,1908,4,1,188,0,204486,150,1,7/20/2021 21:43
195,3,124,1909,3,1,195,0,204593,150,1,7/20/2021 21:43
201,2,125,1910,2,1,201,0,204700,150,1,7/20/2021 21:43
207,1,126,1911,1,1,207,0,204808,150,1,7/20/2021 21:43
213,0,127,1912,0,1,213,0,204915,250,1,7/20/2021 21:43
219,1,128,1913,1,1,219,0,205022,250,1,7/20/2021 21:43
224,2,129,1914,2,1,224,0,205129,250,1,7/20/2021 21:43
229,3,130,1915,3,1,229,0,205236,250,1,7/20/2021 21:43
234,4,131,1916,4,1,234,0,205343,250,1,7/20/2021 21:43
238,5,132,1917,5,1,238,0,205451,250,1,7/20/2021 21:43
241,6,133,1918,6,1,241,0,205558,250,1,7/20/2021 21:43
245,7,134,1919,7,1,245,0,205665,250,1,7/20/2021 21:43
247,8,135,1920,8,1,247,0,205772,250,1,7/20/2021 21:43
250,9,136,1921,9,1,250,0,205879,250,1,7/20/2021 21:43
251,10,137,1922,10,1,251,0,205987,250,1,7/20/2021 21:43
252,11,138,1923,11,1,252,0,206094,250,1,7/20/2021 21:43
253,12,139,1924,12,1,253,0,206201,250,1,7/20/2021 21:43
254,13,140,1925,13,1,254,0,206308,250,1,7/20/2021 21:43
253,14,141,1926,14,1,253,0,206415,250,1,7/20/2021 21:43
252,15,142,1927,15,1,252,0,206522,250,1,7/20/2021 21:43
251,16,143,1928,16,1,251,0,206630,250,1,7/20/2021 21:43
250,17,144,1929,17,1,250,0,206737,250,1,7/20/2021 21:43
247,18,145,1930,18,1,247,0,206844,250,1,7/20/2021 21:43
245,19,146,1931,19,1,245,0,206951,250,1,7/20/2021 21:43
241,20,147,1932,20,1,241,0,207058,250,1,7/20/2021 21:43
238,21,148,1933,21,1,238,0,207165,250,1,7/20/2021 21:43
234,22,149,1934,22,1,234,0,207273,250,1,7/20/2021 21:43
229,23,150,1935,23,1,229,0,207380,250,1,7/20/2021 21:43
224,24,151,1936,24,1,224,0,207487,250,1,7/20/2021 21:43
219,25,152,1937,25,1,219,0,207594,250,1,7/20/2021 21:43
213,26,153,1938,26,1,213,0,207701,250,1,7/20/2021 21:43
207,27,154,1939,27,1,207,0,207808,250,1,7/20/2021 21:43
201,28,155,1940,28,1,201,0,207916,250,1,7/20/2021 21:43
195,29,156,1941,29,1,195,0,208023,250,1,7/20/2021 21:43
188,30,157,1942,30,1,188,0,208130,250,1,7/20/2021 21:43
181,31,158,1943,31,1,181,0,208237,250,1,7/20/2021 21:43
173,32,159,1944,32,1,173,0,208344,250,1,7/20/2021 21:43
166,33,160,1945,33,1,166,0,208451,250,1,7/20/2021 21:43
158,34,161,1946,34,1,158,0,208559,250,1,7/20/2021 21:43
150,35,162,1947,35,1,150,0,208666,250,1,7/20/2021 21:43
142,36,163,1948,36,1,142,0,208773,250,1,7/20/2021 21:43
134,37,164,1949,37,1,134,0,208880,250,1,7/20/2021 21:43
127,38,165,1950,38,1,127,0,208987,250,1,7/20/2021 21:43
119,39,166,1951,39,1,119,0,209095,250,1,7/20/2021 21:43
111,40,167,1952,40,1,111,0,209202,250,1,7/20/2021 21:43
103,41,168,1953,41,1,103,0,209309,250,1,7/20/2021 21:43
95,42,169,1954,42,1,95,0,209416,250,1,7/20/2021 21:43
87,43,170,1955,43,1,87,0,209523,250,1,7/20/2021 21:43
80,44,171,1956,44,1,80,0,209630,250,1,7/20/2021 21:43
72,45,172,1957,45,1,72,0,209738,250,1,7/20/2021 21:43
65,46,173,1958,46,1,65,0,209845,250,1,7/20/2021 21:43
58,47,174,1959,47,1,58,0,209952,250,1,7/20/2021 21:43
52,48,175,1960,48,1,52,0,210059,250,1,7/20/2021 21:44
46,49,176,1961,49,1,46,0,210166,250,1,7/20/2021 21:44
40,50,177,1962,50,1,40,0,210273,250,1,7/20/2021 21:44
34,51,178,1963,51,1,34,0,210381,250,1,7/20/2021 21:44
29,52,179,1964,52,1,29,0,210488,250,1,7/20/2021 21:44
24,53,180,1965,53,1,24,0,210595,250,1,7/20/2021 21:44
19,54,181,1966,54,1,19,0,210702,250,1,7/20/2021 21:44
15,55,182,1967,55,1,15,0,210809,250,1,7/20/2021 21:44
12,56,183,1968,56,1,12,0,210916,250,1,7/20/2021 21:44
8,57,184,1969,57,1,8,0,211024,250,1,7/20/2021 21:44
6,58,185,1970,58,1,6,0,211131,250,1,7/20/2021 21:44
3,59,186,1971,59,1,3,0,211238,250,1,7/20/2021 21:44
2,60,187,1972,60,1,2,0,211345,250,1,7/20/2021 21:44
1,61,188,1973,61,1,1,0,211452,250,1,7/20/2021 21:44
0,62,189,1974,62,1,0,0,211560,250,1,7/20/2021 21:44
0,63,190,1975,63,1,0,0,211667,250,1,7/20/2021 21:44
0,64,191,1976,64,1,0,0,211774,250,1,7/20/2021 21:44
1,65,192,1977,65,1,1,0,211881,250,1,7/20/2021 21:44
2,66,193,1978,66,1,2,0,211988,250,1,7/20/2021 21:44
3,67,194,1979,67,1,3,0,212095,250,1,7/20/2021 21:44
6,68,195,1980,68,1,6,0,212203,250,1,7/20/2021 21:44
8,69,196,1981,69,1,8,0,212310,250,1,7/20/2021 21:44
12,70,197,1982,70,1,12,0,212417,250,1,7/20/2021 21:44
15,71,198,1983,71,1,15,0,212524,250,1,7/20/2021 21:44
19,72,199,1984,72,1,19,0,212631,250,1,7/20/2021 21:44
24,73,200,1985,73,1,24,0,212738,250,1,7/20/2021 21:44
29,74,201,1986,74,1,29,0,212846,250,1,7/20/2021 21:44
34,75,202,1987,75,1,34,0,212953,250,1,7/20/2021 21:44
40,76,203,1988,76,1,40,0,213060,250,1,7/20/2021 21:44
46,77,204,1989,77,1,46,0,213167,250,1,7/20/2021 21:44
52,78,205,1990,78,1,52,0,213274,250,1,7/20/2021 21:44
58,79,206,1991,79,1,58,0,213381,250,1,7/20/2021 21:44
65,80,207,1992,80,1,65,0,213489,250,1,7/20/2021 21:44
72,81,208,1993,81,1,72,0,213596,250,1,7/20/2021 21:44
80,82,209,1994,82,1,80,0,213703,250,1,7/20/2021 21:44
87,83,210,1995,83,1,87,0,213810,250,1,7/20/2021 21:44
95,84,211,1996,84,1,95,0,213917,250,1,7/20/2021 21:44
103,85,212,1997,85,1,103,0,214024,250,1,7/20/2021 21:44
111,86,213,1998,86,1,111,0,214132,250,1,7/20/2021 21:44
119,87,214,1999,87,1,119,0,214239,250,1,7/20/2021 21:44
126,88,215,2000,88,1,126,0,214346,250,1,7/20/2021 21:44
134,89,216,2001,89,1,134,0,214453,250,1,7/20/2021 21:44
142,90,217,2002,90,1,142,0,214560,250,1,7/20/2021 21:44
150,91,218,2003,91,1,150,0,214668,250,1,7/20/2021 21:44
158,92,219,2004,92,1,158,0,214775,250,1,7/20/2021 21:44
166,93,220,2005,93,1,166,0,214882,250,1,7/20/2021 21:44
173,94,221,2006,94,1,173,0,214989,250,1,7/20/2021 21:44
181,95,222,2007,95,1,181,0,215096,250,1,7/20/2021 21:44
188,96,223,2008,96,1,188,0,215203,250,1,7/20/2021 21:44
195,97,224,2009,97,1,195,0,215311,250,1,7/20/2021 21:44
201,98,225,2010,98,1,201,0,215418,250,1,7/20/2021 21:44
207,99,226,2011,99,1,207,0,215525,250,1,7/20/2021 21:44
213,100,227,2012,100,1,213,0,215632,250,1,7/20/2021 21:44
219,101,228,2013,101,1,219,0,215739,250,1,7/20/2021 21:44
224,102,229,2014,102,1,224,0,215846,250,1,7/20/2021 21:44
229,103,230,2015,103,1,229,0,215954,250,1,7/20/2021 21:44
234,104,231,2016,104,1,234,0,216061,250,1,7/20/2021 21:44
238,105,232,2017,105,1,238,0,216168,250,1,7/20/2021 21:44
241,106,233,2018,106,1,241,0,216275,250,1,7/20/2021 21:44
245,107,234,2019,107,1,245,0,216382,250,1,7/20/2021 21:44
247,108,235,2020,108,1,247,0,216489,250,1,7/20/2021 21:45
250,109,236,2021,109,1,250,0,216597,250,1,7/20/2021 21:45
251,110,237,2022,110,1,251,0,216704,250,1,7/20/2021 21:45
252,111,238,2023,111,1,252,0,216811,250,1,7/20/2021 21:45
253,112,239,2024,112,1,253,0,216918,250,1,7/20/2021 21:45
254,113,240,2025,113,1,254,0,217025,250,1,7/20/2021 21:45
253,114,241,2026,114,1,253,0,217132,250,1,7/20/2021 21:45
252,115,242,2027,115,1,252,0,217240,250,1,7/20/2021 21:45
251,116,243,2028,116,1,251,0,217347,250,1,7/20/2021 21:45
250,117,244,2029,117,1,250,0,217454,250,1,7/20/2021 21:45
247,118,245,2030,118,1,247,0,217561,250,1,7/20/2021 21:45
245,119,246,2031,119,1,245,0,217668,250,1,7/20/2021 21:45
241,120,247,2032,120,1,241,0,217776,250,1,7/20/2021 21:45
238,121,248,2033,121,1,238,0,217883,250,1,7/20/2021 21:45
234,122,249,2034,122,1,234,0,217990,250,1,7/20/2021 21:45
229,123,250,2035,123,1,229,0,218097,250,1,7/20/2021 21:45
224,124,251,2036,124,1,224,0,218204,250,1,7/20/2021 21:45
219,125,252,2037,125,1,219,0,218311,250,1,7/20/2021 21:45
213,126,253,2038,126,1,213,0,218419,250,1,7/20/2021 21:45
207,127,254,2039,127,1,207,0,218526,250,1,7/20/2021 21:45
201,127,0,2040,127,1,201,0,218633,150,1,7/20/2021 21:45
195,126,1,2041,126,1,195,0,218740,150,1,7/20/2021 21:45
188,125,2,2042,125,1,188,0,218847,150,1,7/20/2021 21:45
181,124,3,2043,124,1,181,0,218954,150,1,7/20/2021 21:45
173,123,4,2044,123,1,173,0,219062,150,1,7/20/2021 21:45
166,122,5,2045,122,1,166,0,219169,150,1,7/20/2021 21:45
158,121,6,2046,121,1,158,0,219276,150,1,7/20/2021 21:45
150,120,7,2047,120,1,150,0,219383,150,1,7/20/2021 21:45
142,119,8,2048,119,1,142,0,219490,150,1,7/20/2021 21:45
134,118,9,2049,118,1,134,0,219597,150,1,7/20/2021 21:45
127,117,10,2050,117,1,127,0,219705,150,1,7/20/2021 21:45
119,116,11,2051,116,1,119,0,219812,150,1,7/20/2021 21:45
111,115,12,2052,115,1,111,0,219919,150,1,7/20/2021 21:45
103,114,13,2053,114,1,103,0,220026,150,1,7/20/2021 21:45
95,113,14,2054,113,1,95,0,220133,150,1,7/20/2021 21:45
87,112,15,2055,112,1,87,0,220241,150,1,7/20/2021 21:45
80,111,16,2056,111,1,80,0,220348,150,1,7/20/2021 21:45
72,110,17,2057,110,1,72,0,220455,150,1,7/20/2021 21:45
65,109,18,2058,109,1,65,0,220562,150,1,7/20/2021 21:45
58,108,19,2059,108,1,58,0,220669,150,1,7/20/2021 21:45
52,107,20,2060,107,1,52,0,220776,150,1,7/20/2021 21:45
46,106,21,2061,106,1,46,0,220884,150,1,7/20/2021 21:45
40,105,22,2062,105,1,40,0,220991,150,1,7/20/2021 21:45
34,104,23,2063,104,1,34,0,221098,150,1,7/20/2021 21:45
29,103,24,2064,103,1,29,0,221205,150,1,7/20/2021 21:45
24,102,25,2065,102,1,24,0,221312,150,1,7/20/2021 21:45
19,101,26,2066,101,1,19,0,221419,150,1,7/20/2021 21:45
15,100,27,2067,100,1,15,0,221527,150,1,7/20/2021 21:45
12,99,28,2068,99,1,12,0,221634,150,1,7/20/2021 21:45
8,98,29,2069,98,1,8,0,221741,150,1,7/20/2021 21:45
6,97,30,2070,97,1,6,0,221848,150,1,7/20/2021 21:45
3,96,31,2071,96,1,3,0,221955,150,1,7/20/2021 21:45
2,95,32,2072,95,1,2,0,222062,150,1,7/20/2021 21:45
1,94,33,2073,94,1,1,0,222170,150,1,7/20/2021 21:45
0,93,34,2074,93,1,0,0,222277,150,1,7/20/2021 21:45
0,92,35,2075,92,1,0,0,222384,150,1,7/20/2021 21:45
0,91,36,2076,91,1,0,0,222491,150,1,7/20/2021 21:45
1,90,37,2077,90,1,1,0,222598,150,1,7/20/2021 21:45
2,89,38,2078,89,1,2,0,222705,150,1,7/20/2021 21:45
3,88,39,2079,88,1,3,0,222813,150,1,7/20/2021 21:45
6,87,40,2080,87,1,6,0,222920,150,1,7/20/2021 21:46
8,86,41,2081,86,1,8,0,223027,150,1,7/20/2021 21:46
12,85,42,2082,85,1,12,0,223134,150,1,7/20/2021 21:46
15,84,43,2083,84,1,15,0,223241,150,1,7/20/2021 21:46
19,83,44,2084,83,1,19,0,223349,150,1,7/20/2021 21:46
24,82,45,2085,82,1,24,0,223456,150,1,7/20/2021 21:46
29,81,46,2086,81,1,29,0,223563,150,1,7/20/2021 21:46
34,80,47,2087,80,1,34,0,223670,150,1,7/20/2021 21:46
40,79,48,2088,79,1,40,0,223777,150,1,7/20/2021 21:46
46,78,49,2089,78,1,46,0,223884,150,1,7/20/2021 21:46
52,77,50,2090,77,1,52,0,223992,150,1,7/20/2021 21:46
58,76,51,2091,76,1,58,0,224099,150,1,7/20/2021 21:46
65,75,52,2092,75,1,65,0,224206,150,1,7/20/2021 21:46
72,74,53,2093,74,1,72,0,224313,150,1,7/20/2021 21:46
80,73,54,2094,73,1,80,0,224420,150,1,7/20/2021 21:46
87,72,55,2095,72,1,87,0,224527,150,1,7/20/2021 21:46
95,71,56,2096,71,1,95,0,224635,150,1,7/20/2021 21:46
103,70,57,2097,70,1,103,0,224742,150,1,7/20/2021 21:46
111,69,58,2098,69,1,111,0,224849,150,1,7/20/2021 21:46
119,68,59,2099,68,1,119,0,224956,150,1,7/20/2021 21:46
126,67,60,2100,67,1,126,0,225063,150,1,7/20/2021 21:46
134,66,61,2101,66,1,134,0,225170,150,1,7/20/2021 21:46
142,65,62,2102,65,1,142,0,225278,150,1,7/20/2021 21:46
150,64,63,2103,64,1,150,0,225385,150,1,7/20/2021 21:46
158,63,64,2104,63,1,158,0,225492,150,1,7/20/2021 21:46
166,62,65,2105,62,1,166,0,225599,150,1,7/20/2021 21:46
173,61,66,2106,61,1,173,0,225706,150,1,7/20/2021 21:46
181,60,67,2107,60,1,181,0,225814,150,1,7/20/2021 21:46
188,59,68,2108,59,1,188,0,225921,150,1,7/20/2021 21:46
195,58,69,2109,58,1,195,0,226028,150,1,7/20/2021 21:46
201,57,70,2110,57,1,201,0,226135,150,1,7/20/2021 21:46
207,56,71,2111,56,1,207,0,226242,150,1,7/20/2021 21:46
213,55,72,2112,55,1,213,0,226349,150,1,7/20/2021 21:46
219,54,73,2113,54,1,219,0,226457,150,1,7/20/2021 21:46
224,53,74,2114,53,1,224,0,226564,150,1,7/20/2021 21:46
229,52,75,2115,52,1,229,0,226671,150,1,7/20/2021 21:46
234,51,76,2116,51,1,234,0,226778,150,1,7/20/2021 21:46
238,50,77,2117,50,1,238,0,226885,150,1,7/20/2021 21:46
241,49,78,2118,49,1,241,0,226992,150,1,7/20/2021 21:46
245,48,79,2119,48,1,245,0,227100,150,1,7/20/2021 21:46
247,47,80,2120,47,1,247,0,227207,150,1,7/20/2021 21:46
250,46,81,2121,46,1,250,0,227314,150,1,7/20/2021 21:46
251,45,82,2122,45,1,251,0,227421,150,1,7/20/2021 21:46
252,44,83,2123,44,1,252,0,227528,150,1,7/20/2021 21:46
253,43,84,2124,43,1,253,0,227635,150,1,7/20/2021 21:46
254,42,85,2125,42,1,254,0,227743,150,1,7/20/2021 21:46
253,41,86,2126,41,1,253,0,227850,150,1,7/20/2021 21:46
252,40,87,2127,40,1,252,0,227957,150,1,7/20/2021 21:46
251,39,88,2128,39,1,251,0,228064,150,1,7/20/2021 21:46
250,38,89,2129,38,1,250,0,228171,150,1,7/20/2021 21:46
247,37,90,2130,37,1,247,0,228278,150,1,7/20/2021 21:46
245,36,91,2131,36,1,245,0,228386,150,1,7/20/2021 21:46
241,35,92,2132,35,1,241,0,228493,150,1,7/20/2021 21:46
238,34,93,2133,34,1,238,0,228600,150,1,7/20/2021 21:46
234,33,94,2134,33,1,234,0,228707,150,1,7/20/2021 21:46
229,32,95,2135,32,1,229,0,228814,150,1,7/20/2021 21:46
224,31,96,2136,31,1,224,0,228922,150,1,7/20/2021 21:46
219,30,97,2137,30,1,219,0,229029,150,1,7/20/2021 21:46
213,29,98,2138,29,1,213,0,229136,150,1,7/20/2021 21:46
207,28,99,2139,28,1,207,0,229243,150,1,7/20/2021 21:46
201,27,100,2140,27,1,201,0,229350,150,1,7/20/2021 21:47
195,26,101,2141,26,1,195,0,229457,150,1,7/20/2021 21:47
188,25,102,2142,25,1,188,0,229565,150,1,7/20/2021 21:47
181,24,103,2143,24,1,181,0,229672,150,1,7/20/2021 21:47
173,23,104,2144,23,1,173,0,229779,150,1,7/20/2021 21:47
166,22,105,2145,22,1,166,0,229886,150,1,7/20/2021 21:47
158,21,106,2146,21,1,158,0,229993,150,1,7/20/2021 21:47
150,20,107,2147,20,1,150,0,230100,150,1,7/20/2021 21:47
142,19,108,2148,19,1,142,0,230208,150,1,7/20/2021 21:47
134,18,109,2149,18,1,134,0,230315,150,1,7/20/2021 21:47
126,17,110,2150,17,1,126,0,230422,150,1,7/20/2021 21:47
119,16,111,2151,16,1,119,0,230529,150,1,7/20/2021 21:47
111,15,112,2152,15,1,111,0,230636,150,1,7/20/2021 21:47
103,14,113,2153,14,1,103,0,230743,150,1,7/20/2021 21:47
95,13,114,2154,13,1,95,0,230851,150,1,7/20/2021 21:47
87,12,115,2155,12,1,87,0,230958,150,1,7/20/2021 21:47
80,11,116,2156,11,1,80,0,231065,150,1,7/20/2021 21:47
72,10,117,2157,10,1,72,0,231172,150,1,7/20/2021 21:47
65,9,118,2158,9,1,65,0,231279,150,1,7/20/2021 21:47
58,8,119,2159,8,1,58,0,231387,150,1,7/20/2021 21:47
52,7,120,2160,7,1,52,0,231494,150,1,7/20/2021 21:47
46,6,121,2161,6,1,46,0,231601,150,1,7/20/2021 21:47
40,5,122,2162,5,1,40,0,231708,150,1,7/20/2021 21:47
34,4,123,2163,4,1,34,0,231815,150,1,7/20/2021 21:47
29,3,124,2164,3,1,29,0,231922,150,1,7/20/2021 21:47
24,2,125,2165,2,1,24,0,232030,150,1,7/20/2021 21:47
19,1,126,2166,1,1,19,0,232137,150,1,7/20/2021 21:47
15,0,127,2167,0,1,15,0,232244,250,1,7/20/2021 21:47
12,1,128,2168,1,1,12,0,232351,250,1,7/20/2021 21:47
8,2,129,2169,2,1,8,0,232458,250,1,7/20/2021 21:47
6,3,130,2170,3,1,6,0,232565,250,1,7/20/2021 21:47
3,4,131,2171,4,1,3,0,232673,250,1,7/20/2021 21:47
2,5,132,2172,5,1,2,0,232780,250,1,7/20/2021 21:47
1,6,133,2173,6,1,1,0,232887,250,1,7/20/2021 21:47
0,7,134,2174,7,1,0,0,232994,250,1,7/20/2021 21:47
0,8,135,2175,8,1,0,0,233101,250,1,7/20/2021 21:47
0,9,136,2176,9,1,0,0,233208,250,1,7/20/2021 21:47
1,10,137,2177,10,1,1,0,233316,250,1,7/20/2021 21:47
2,11,138,2178,11,1,2,0,233423,250,1,7/20/2021 21:47
3,12,139,2179,12,1,3,0,233530,250,1,7/20/2021 21:47
6,13,140,2180,13,1,6,0,233637,250,1,7/20/2021 21:47
8,14,141,2181,14,1,8,0,233744,250,1,7/20/2021 21:47
12,15,142,2182,15,1,12,0,233851,250,1,7/20/2021 21:47
15,16,143,2183,16,1,15,0,233959,250,1,7/20/2021 21:47
19,17,144,2184,17,1,19,0,234066,250,1,7/20/2021 21:47
24,18,145,2185,18,1,24,0,234173,250,1,7/20/2021 21:47
29,19,146,2186,19,1,29,0,234280,250,1,7/20/2021 21:47
34,20,147,2187,20,1,34,0,234387,250,1,7/20/2021 21:47
40,21,148,2188,21,1,40,0,234495,250,1,7/20/2021 21:47
46,22,149,2189,22,1,46,0,234602,250,1,7/20/2021 21:47
52,23,150,2190,23,1,52,0,234709,250,1,7/20/2021 21:47
58,24,151,2191,24,1,58,0,234816,250,1,7/20/2021 21:47
65,25,152,2192,25,1,65,0,234923,250,1,7/20/2021 21:47
72,26,153,2193,26,1,72,0,235030,250,1,7/20/2021 21:47
80,27,154,2194,27,1,80,0,235138,250,1,7/20/2021 21:47
87,28,155,2195,28,1,87,0,235245,250,1,7/20/2021 21:47
95,29,156,2196,29,1,95,0,235352,250,1,7/20/2021 21:47
103,30,157,2197,30,1,103,0,235459,250,1,7/20/2021 21:47
111,31,158,2198,31,1,111,0,235566,250,1,7/20/2021 21:47
119,32,159,2199,32,1,119,0,235673,250,1,7/20/2021 21:47
126,33,160,2200,33,1,126,0,235781,250,1,7/20/2021 21:48
134,34,161,2201,34,1,134,0,235888,250,1,7/20/2021 21:48
142,35,162,2202,35,1,142,0,235995,250,1,7/20/2021 21:48
150,36,163,2203,36,1,150,0,236102,250,1,7/20/2021 21:48
158,37,164,2204,37,1,158,0,236209,250,1,7/20/2021 21:48
166,38,165,2205,38,1,166,0,236316,250,1,7/20/2021 21:48
173,39,166,2206,39,1,173,0,236424,250,1,7/20/2021 21:48
181,40,167,2207,40,1,181,0,236531,250,1,7/20/2021 21:48
